Date,GM_AC,F_AC,MRK_AC,PFE_AC,MSFT_AC,,,,,,
2-Jan-87,11.45,2.31,4.02,1.67,0.14,,,,,,
5-Jan-87,11.73,2.4,4.1,1.72,0.15,,,,,,
6-Jan-87,11.77,2.43,4.07,1.75,0.15,,,,,,
7-Jan-87,11.83,2.53,4.08,1.76,0.16,,,,,,
8-Jan-87,11.66,2.51,4.13,1.78,0.17,,,,,,
9-Jan-87,11.77,2.55,4.11,1.78,0.17,,,,,,
12-Jan-87,11.75,2.6,4.06,1.78,0.19,,,,,,
13-Jan-87,11.64,2.64,4.03,1.74,0.18,,,,,,
14-Jan-87,11.55,2.76,4.07,1.75,0.18,,,,,,
15-Jan-87,11.73,2.82,4.24,1.76,0.19,,,,,,
16-Jan-87,11.77,2.8,4.34,1.77,0.19,,,,,,
19-Jan-87,11.98,2.81,4.34,1.77,0.19,,,,,,
20-Jan-87,12.17,2.85,4.24,1.76,0.2,,,,,,
21-Jan-87,12.11,2.88,4.26,1.73,0.2,,,,,,
22-Jan-87,12.39,3.07,4.36,1.8,0.22,,,,,,
23-Jan-87,12,2.97,4.28,1.79,0.2,,,,,,
26-Jan-87,11.98,2.96,4.27,1.78,0.21,,,,,,
27-Jan-87,12.26,3.02,4.36,1.83,0.22,,,,,,
28-Jan-87,12.32,3.01,4.46,1.88,0.22,,,,,,
29-Jan-87,12.88,3.01,4.34,1.86,0.21,,,,,,
30-Jan-87,12.88,3,4.38,1.84,0.22,,,,,,
2-Feb-87,13.33,3.06,4.43,1.87,0.22,,,,,,
3-Feb-87,13.09,3.07,4.41,1.87,0.22,,,,,,
4-Feb-87,13.41,3.11,4.39,1.87,0.22,,,,,,
5-Feb-87,13.69,3.21,4.37,1.87,0.22,,,,,,
6-Feb-87,13.24,3.12,4.36,1.87,0.21,,,,,,
9-Feb-87,13.24,3.05,4.34,1.87,0.21,,,,,,
10-Feb-87,13.15,2.97,4.29,1.85,0.21,,,,,,
11-Feb-87,13.06,3.03,4.26,1.87,0.22,,,,,,
12-Feb-87,13.06,3.02,4.34,1.88,0.23,,,,,,
13-Feb-87,13.22,3.07,4.45,1.92,0.23,,,,,,
17-Feb-87,13.52,3.18,4.59,2.08,0.23,,,,,,
18-Feb-87,13.43,3.18,4.51,2.03,0.22,,,,,,
19-Feb-87,13.48,3.19,4.71,2.03,0.21,,,,,,
20-Feb-87,13.35,3.14,4.77,2.01,0.2,,,,,,
23-Feb-87,13.32,3.1,4.73,1.96,0.22,,,,,,
24-Feb-87,13.37,3.11,4.86,1.97,0.23,,,,,,
25-Feb-87,13.04,3.13,4.95,2,0.22,,,,,,
26-Feb-87,12.93,3.07,4.89,1.99,0.23,,,,,,
27-Feb-87,12.98,3.08,4.92,1.98,0.23,,,,,,
2-Mar-87,13,3.12,4.97,1.93,0.22,,,,,,
3-Mar-87,13.15,3.1,5.02,1.92,0.22,,,,,,
4-Mar-87,13.82,3.2,5.07,1.97,0.24,,,,,,
5-Mar-87,13.58,3.22,5.14,1.99,0.25,,,,,,
6-Mar-87,13.48,3.27,5.18,1.99,0.25,,,,,,
9-Mar-87,13.65,3.3,5.09,1.97,0.25,,,,,,
10-Mar-87,13.74,3.31,5.12,2,0.25,,,,,,
11-Mar-87,13.61,3.33,5.07,2.04,0.26,,,,,,
12-Mar-87,13.56,3.29,5.01,2.01,0.26,,,,,,
13-Mar-87,13.54,3.22,4.9,2,0.25,,,,,,
16-Mar-87,13.39,3.17,4.97,1.99,0.25,,,,,,
17-Mar-87,13.5,3.24,5.13,2.01,0.26,,,,,,
18-Mar-87,13.45,3.24,5.13,2.02,0.27,,,,,,
19-Mar-87,13.52,3.26,5.11,2.04,0.27,,,,,,
20-Mar-87,13.58,3.28,5.24,2.05,0.27,,,,,,
23-Mar-87,13.78,3.32,5.22,2.06,0.27,,,,,,
24-Mar-87,13.8,3.29,5.21,2.06,0.27,,,,,,
25-Mar-87,13.8,3.38,5.12,2.02,0.27,,,,,,
26-Mar-87,13.91,3.4,5.21,2.03,0.27,,,,,,
27-Mar-87,13.54,3.36,5.08,1.98,0.28,,,,,,
30-Mar-87,13.37,3.31,4.9,1.95,0.29,,,,,,
31-Mar-87,13.58,3.4,4.95,1.97,0.29,,,,,,
1-Apr-87,13.69,3.51,4.99,1.98,0.27,,,,,,
2-Apr-87,13.67,3.47,5.01,2.01,0.29,,,,,,
3-Apr-87,13.87,3.53,5.18,2.04,0.3,,,,,,
6-Apr-87,14.17,3.64,5.3,2.05,0.3,,,,,,
7-Apr-87,14.3,3.59,5.12,1.98,0.28,,,,,,
8-Apr-87,14.65,3.58,5.22,1.99,0.29,,,,,,
9-Apr-87,14.48,3.48,5.17,1.95,0.29,,,,,,
10-Apr-87,14.95,3.48,5.21,1.96,0.29,,,,,,
13-Apr-87,14.65,3.44,5.12,1.89,0.28,,,,,,
14-Apr-87,14.41,3.32,5.07,1.86,0.28,,,,,,
15-Apr-87,14.95,3.34,4.99,1.79,0.29,,,,,,
16-Apr-87,15.08,3.42,4.91,1.84,0.3,,,,,,
20-Apr-87,14.91,3.33,4.87,1.81,0.29,,,,,,
21-Apr-87,15.5,3.45,4.97,1.89,0.29,,,,,,
22-Apr-87,15.19,3.42,4.86,1.82,0.3,,,,,,
23-Apr-87,15.28,3.44,4.87,1.84,0.3,,,,,,
24-Apr-87,15,3.32,4.75,1.8,0.3,,,,,,
27-Apr-87,15.06,3.28,4.7,1.83,0.3,,,,,,
28-Apr-87,15,3.33,4.71,1.87,0.32,,,,,,
29-Apr-87,15.19,3.57,4.67,1.89,0.31,,,,,,
30-Apr-87,15.65,3.71,4.72,1.92,0.31,,,,,,
1-May-87,15.93,3.99,4.72,1.88,0.32,,,,,,
4-May-87,15.87,3.97,4.78,1.89,0.32,,,,,,
5-May-87,15.95,3.97,5,1.91,0.35,,,,,,
6-May-87,15.95,4.03,4.89,1.9,0.34,,,,,,
7-May-87,15.91,4.08,4.91,1.87,0.36,,,,,,
8-May-87,15.82,4.07,4.9,1.86,0.38,,,,,,
11-May-87,15.82,3.96,4.85,1.82,0.37,,,,,,
12-May-87,15.87,3.93,4.92,1.84,0.36,,,,,,
13-May-87,15.78,3.98,4.9,1.85,0.37,,,,,,
14-May-87,15.6,3.93,4.89,1.83,0.37,,,,,,
15-May-87,15.45,3.82,4.8,1.77,0.36,,,,,,
18-May-87,15.36,3.7,4.77,1.74,0.35,,,,,,
19-May-87,15.01,3.63,4.72,1.7,0.33,,,,,,
20-May-87,14.79,3.58,4.76,1.69,0.33,,,,,,
21-May-87,14.65,3.62,4.82,1.71,0.34,,,,,,
22-May-87,14.85,3.69,4.9,1.72,0.33,,,,,,
26-May-87,14.94,3.75,4.88,1.78,0.33,,,,,,
27-May-87,14.79,3.74,4.94,1.78,0.33,,,,,,
28-May-87,15.03,3.68,5.06,1.79,0.35,,,,,,
29-May-87,15.03,3.7,5.07,1.78,0.35,,,,,,
1-Jun-87,15.03,3.74,5.01,1.79,0.34,,,,,,
2-Jun-87,14.87,3.72,4.96,1.8,0.34,,,,,,
3-Jun-87,15.23,3.85,5.11,1.87,0.34,,,,,,
4-Jun-87,15.23,3.84,5.14,1.89,0.34,,,,,,
5-Jun-87,15.14,3.82,5.16,1.87,0.33,,,,,,
8-Jun-87,15.21,3.84,5.23,1.89,0.33,,,,,,
9-Jun-87,15.18,3.86,5.25,1.89,0.33,,,,,,
10-Jun-87,14.81,3.82,5.31,1.9,0.31,,,,,,
11-Jun-87,14.87,3.81,5.29,1.92,0.29,,,,,,
12-Jun-87,14.79,3.8,5.28,1.92,0.3,,,,,,
15-Jun-87,14.74,3.96,5.33,1.91,0.3,,,,,,
16-Jun-87,14.59,4,5.31,1.92,0.3,,,,,,
17-Jun-87,14.48,3.87,5.27,1.92,0.31,,,,,,
18-Jun-87,14.63,3.89,5.21,1.91,0.32,,,,,,
19-Jun-87,14.7,3.91,5.32,1.92,0.31,,,,,,
22-Jun-87,14.81,3.92,5.43,1.95,0.31,,,,,,
23-Jun-87,14.81,3.93,5.47,2.01,0.31,,,,,,
24-Jun-87,14.81,3.95,5.45,1.98,0.32,,,,,,
25-Jun-87,14.83,4.06,5.5,2,0.31,,,,,,
26-Jun-87,14.76,4.15,5.52,2.01,0.32,,,,,,
29-Jun-87,14.79,4.1,5.54,2,0.31,,,,,,
30-Jun-87,14.57,4.03,5.47,1.97,0.31,,,,,,
1-Jul-87,14.35,4.01,5.58,1.95,0.31,,,,,,
2-Jul-87,14.32,4.05,5.7,1.99,0.3,,,,,,
6-Jul-87,14.1,3.98,5.61,1.98,0.29,,,,,,
7-Jul-87,14.24,4.06,5.64,1.98,0.27,,,,,,
8-Jul-87,14.28,4.13,5.69,1.96,0.28,,,,,,
9-Jul-87,14.21,4.11,5.69,1.96,0.29,,,,,,
10-Jul-87,14.41,4.15,5.66,1.97,0.29,,,,,,
13-Jul-87,14.68,4.21,5.61,1.93,0.3,,,,,,
14-Jul-87,15.03,4.34,5.76,1.94,0.32,,,,,,
15-Jul-87,14.87,4.34,5.76,1.95,0.31,,,,,,
16-Jul-87,14.68,4.36,5.88,1.96,0.31,,,,,,
17-Jul-87,14.74,4.4,5.88,1.97,0.31,,,,,,
20-Jul-87,14.72,4.34,5.84,1.98,0.3,,,,,,
21-Jul-87,14.68,4.34,5.78,1.96,0.3,,,,,,
22-Jul-87,14.81,4.33,5.79,1.96,0.3,,,,,,
23-Jul-87,15.07,4.23,5.78,1.96,0.29,,,,,,
24-Jul-87,15.29,4.24,5.78,1.99,0.3,,,,,,
27-Jul-87,15.25,4.19,5.92,2,0.3,,,,,,
28-Jul-87,15.16,4.16,6.04,1.99,0.3,,,,,,
29-Jul-87,15.23,4.18,6.07,2,0.3,,,,,,
30-Jul-87,15.31,4.18,6.09,2.07,0.29,,,,,,
31-Jul-87,15.67,4.17,6.08,2.03,0.28,,,,,,
3-Aug-87,15.43,4.18,6.04,2.02,0.28,,,,,,
4-Aug-87,15.49,4.31,5.98,2,0.28,,,,,,
5-Aug-87,15.65,4.32,5.98,2.01,0.29,,,,,,
6-Aug-87,15.49,4.3,6.06,2.04,0.3,,,,,,
7-Aug-87,15.54,4.25,6.15,2.05,0.31,,,,,,
10-Aug-87,15.87,4.35,6.32,2.08,0.31,,,,,,
11-Aug-87,16.07,4.37,6.37,2.07,0.31,,,,,,
12-Aug-87,16.1,4.45,6.37,2.05,0.3,,,,,,
13-Aug-87,16.36,4.48,6.57,2.09,0.31,,,,,,
14-Aug-87,16.72,4.51,6.56,2.08,0.31,,,,,,
17-Aug-87,16.79,4.57,6.67,2.06,0.31,,,,,,
18-Aug-87,16.47,4.47,6.55,2.03,0.31,,,,,,
19-Aug-87,16.5,4.47,6.61,2.02,0.31,,,,,,
20-Aug-87,16.74,4.53,6.67,2.02,0.32,,,,,,
21-Aug-87,16.45,4.52,6.65,2.02,0.32,,,,,,
24-Aug-87,16.36,4.51,6.6,1.99,0.34,,,,,,
25-Aug-87,16.43,4.58,6.67,1.99,0.35,,,,,,
26-Aug-87,16.23,4.57,6.66,2.01,0.35,,,,,,
27-Aug-87,16.03,4.42,6.61,2.01,0.35,,,,,,
28-Aug-87,16.1,4.4,6.5,1.98,0.36,,,,,,
31-Aug-87,16.45,4.43,6.59,1.95,0.36,,,,,,
1-Sep-87,15.87,4.36,6.62,1.98,0.34,,,,,,
2-Sep-87,15.74,4.32,6.76,1.94,0.35,,,,,,
3-Sep-87,15.74,4.26,7.01,1.91,0.35,,,,,,
4-Sep-87,15.58,4.18,6.87,1.91,0.34,,,,,,
8-Sep-87,15.42,4.21,6.83,1.87,0.34,,,,,,
9-Sep-87,15.34,4.23,6.87,1.88,0.34,,,,,,
10-Sep-87,15.38,4.23,6.85,1.88,0.34,,,,,,
11-Sep-87,15.4,4.25,6.83,1.92,0.35,,,,,,
14-Sep-87,15.85,4.38,6.83,1.94,0.36,,,,,,
15-Sep-87,15.67,4.29,6.8,1.91,0.35,,,,,,
16-Sep-87,15.65,4.27,6.65,1.9,0.35,,,,,,
17-Sep-87,15.6,4.3,6.5,1.89,0.35,,,,,,
18-Sep-87,15.29,4.23,6.51,1.88,0.35,,,,,,
21-Sep-87,15.2,4.17,6.4,1.88,0.32,,,,,,
22-Sep-87,15.47,4.23,6.57,1.9,0.34,,,,,,
23-Sep-87,15.42,4.25,6.6,1.9,0.36,,,,,,
24-Sep-87,15.13,4.14,6.45,1.88,0.37,,,,,,
25-Sep-87,15.11,3.99,6.44,1.89,0.37,,,,,,
28-Sep-87,14.87,4.04,6.6,1.91,0.39,,,,,,
29-Sep-87,14.84,3.93,6.64,1.92,0.39,,,,,,
30-Sep-87,14.84,4.02,6.67,1.91,0.4,,,,,,
1-Oct-87,15.07,4.15,6.74,1.9,0.41,,,,,,
2-Oct-87,14.75,4.11,6.72,1.91,0.44,,,,,,
5-Oct-87,14.55,4.08,6.7,1.92,0.48,,,,,,
6-Oct-87,14.31,3.97,6.48,1.87,0.44,,,,,,
7-Oct-87,13.99,3.91,6.56,1.85,0.44,,,,,,
8-Oct-87,13.64,3.88,6.49,1.83,0.43,,,,,,
9-Oct-87,13.32,3.89,6.45,1.81,0.43,,,,,,
12-Oct-87,13.21,3.85,6.31,1.8,0.43,,,,,,
13-Oct-87,13.48,3.93,6.4,1.81,0.44,,,,,,
14-Oct-87,13.06,3.79,6.16,1.76,0.43,,,,,,
15-Oct-87,12.67,3.57,6.13,1.64,0.42,,,,,,
16-Oct-87,11.8,3.46,5.93,1.63,0.39,,,,,,
19-Oct-87,9.32,2.83,5.16,1.35,0.27,,,,,,
20-Oct-87,10.69,2.95,5.09,1.41,0.29,,,,,,
21-Oct-87,11.13,3.16,5.45,1.56,0.34,,,,,,
22-Oct-87,10.37,3.03,5.26,1.46,0.32,,,,,,
23-Oct-87,10.28,3.04,5.25,1.4,0.29,,,,,,
26-Oct-87,9.93,2.79,5,1.24,0.24,,,,,,
27-Oct-87,10.62,2.91,5.21,1.35,0.25,,,,,,
28-Oct-87,10.35,3,5.25,1.36,0.25,,,,,,
29-Oct-87,10.57,3.07,5.77,1.41,0.29,,,,,,
30-Oct-87,10.46,3.14,5.85,1.45,0.3,,,,,,
2-Nov-87,10.49,3.17,5.82,1.5,0.3,,,,,,
3-Nov-87,10.51,3.17,5.66,1.51,0.29,,,,,,
4-Nov-87,10.78,3.16,5.68,1.47,0.29,,,,,,
5-Nov-87,10.98,3.27,5.9,1.47,0.3,,,,,,
6-Nov-87,10.73,3.15,5.77,1.48,0.29,,,,,,
9-Nov-87,10.59,3.05,5.58,1.42,0.28,,,,,,
10-Nov-87,10.48,2.99,5.61,1.36,0.28,,,,,,
11-Nov-87,10.55,2.99,5.69,1.36,0.29,,,,,,
12-Nov-87,11.03,3.1,5.8,1.43,0.3,,,,,,
13-Nov-87,10.78,3.14,5.65,1.43,0.29,,,,,,
16-Nov-87,10.96,3.21,5.63,1.45,0.29,,,,,,
17-Nov-87,10.91,3.16,5.49,1.42,0.28,,,,,,
18-Nov-87,11.14,3.21,5.51,1.44,0.29,,,,,,
19-Nov-87,10.82,3.13,5.49,1.39,0.28,,,,,,
20-Nov-87,11.07,3.14,5.56,1.43,0.29,,,,,,
23-Nov-87,10.98,3.15,5.59,1.42,0.29,,,,,,
24-Nov-87,10.94,3.17,5.75,1.39,0.29,,,,,,
25-Nov-87,10.82,3.09,5.76,1.37,0.28,,,,,,
27-Nov-87,10.68,3.04,5.66,1.35,0.27,,,,,,
30-Nov-87,10.3,2.96,5.48,1.28,0.27,,,,,,
1-Dec-87,10.57,3.04,5.46,1.31,0.26,,,,,,
2-Dec-87,10.55,3.11,5.5,1.3,0.26,,,,,,
3-Dec-87,10.23,3.02,5.18,1.26,0.24,,,,,,
4-Dec-87,10.21,3.01,4.97,1.24,0.25,,,,,,
7-Dec-87,10.3,3.13,5.12,1.28,0.26,,,,,,
8-Dec-87,10.55,3.13,5.13,1.24,0.29,,,,,,
9-Dec-87,10.89,3.15,5.22,1.23,0.28,,,,,,
10-Dec-87,10.5,3.05,5.15,1.17,0.29,,,,,,
11-Dec-87,10.78,3.07,5.08,1.16,0.29,,,,,,
14-Dec-87,11.03,3.14,5.21,1.16,0.31,,,,,,
15-Dec-87,11.19,3.15,5.14,1.16,0.31,,,,,,
16-Dec-87,11.46,3.21,5.21,1.24,0.33,,,,,,
17-Dec-87,11.14,3.15,5.09,1.24,0.31,,,,,,
18-Dec-87,11.39,3.19,5.21,1.26,0.31,,,,,,
21-Dec-87,11.57,3.26,5.25,1.29,0.31,,,,,,
22-Dec-87,11.3,3.26,5.19,1.38,0.32,,,,,,
23-Dec-87,11.46,3.28,5.21,1.43,0.32,,,,,,
24-Dec-87,11.55,3.27,5.2,1.41,0.32,,,,,,
28-Dec-87,11.32,3.21,5.06,1.33,0.31,,,,,,
29-Dec-87,11.28,3.19,5.05,1.35,0.33,,,,,,
30-Dec-87,11.23,3.19,5.15,1.33,0.34,,,,,,
31-Dec-87,11.21,3.14,5.13,1.3,0.33,,,,,,
4-Jan-88,11.55,3.28,5.32,1.35,0.34,,,,,,
5-Jan-88,11.64,3.32,5.42,1.46,0.34,,,,,,
6-Jan-88,11.73,3.36,5.33,1.49,0.35,,,,,,
7-Jan-88,12.1,3.42,5.4,1.49,0.36,,,,,,
8-Jan-88,11.32,3.21,5.1,1.39,0.34,,,,,,
11-Jan-88,11.46,3.33,5.13,1.4,0.35,,,,,,
12-Jan-88,11.41,3.3,5.05,1.39,0.34,,,,,,
13-Jan-88,11.57,3.28,4.98,1.39,0.34,,,,,,
14-Jan-88,11.39,3.28,4.89,1.41,0.34,,,,,,
15-Jan-88,11.57,3.46,4.88,1.4,0.35,,,,,,
18-Jan-88,11.76,3.6,4.96,1.44,0.34,,,,,,
19-Jan-88,11.51,3.57,4.99,1.47,0.34,,,,,,
20-Jan-88,11.21,3.37,4.71,1.42,0.32,,,,,,
21-Jan-88,11.05,3.48,4.79,1.41,0.33,,,,,,
22-Jan-88,11.23,3.49,4.87,1.43,0.32,,,,,,
25-Jan-88,11.6,3.56,4.97,1.45,0.34,,,,,,
26-Jan-88,11.85,3.6,4.8,1.46,0.33,,,,,,
27-Jan-88,11.71,3.57,4.78,1.43,0.34,,,,,,
28-Jan-88,11.96,3.59,4.8,1.47,0.34,,,,,,
29-Jan-88,12.01,3.58,4.88,1.52,0.34,,,,,,
1-Feb-88,11.85,3.62,4.98,1.49,0.33,,,,,,
2-Feb-88,11.76,3.61,5,1.48,0.34,,,,,,
3-Feb-88,11.94,3.54,4.85,1.44,0.32,,,,,,
4-Feb-88,11.96,3.56,4.88,1.44,0.31,,,,,,
5-Feb-88,11.75,3.45,4.91,1.41,0.31,,,,,,
8-Feb-88,11.4,3.39,4.91,1.43,0.31,,,,,,
9-Feb-88,11.71,3.5,4.96,1.46,0.32,,,,,,
10-Feb-88,12.31,3.59,5.12,1.47,0.32,,,,,,
11-Feb-88,12.22,3.61,5.08,1.45,0.33,,,,,,
12-Feb-88,12.5,3.66,5.12,1.47,0.33,,,,,,
16-Feb-88,12.89,3.71,5.16,1.47,0.35,,,,,,
17-Feb-88,12.85,3.75,5.16,1.45,0.35,,,,,,
18-Feb-88,12.57,3.56,5.14,1.45,0.35,,,,,,
19-Feb-88,12.87,3.77,5.22,1.46,0.35,,,,,,
22-Feb-88,13.15,3.73,5.26,1.51,0.35,,,,,,
23-Feb-88,13.06,3.75,5.36,1.51,0.36,,,,,,
24-Feb-88,13.03,3.8,5.29,1.53,0.36,,,,,,
25-Feb-88,12.78,3.73,5.25,1.49,0.35,,,,,,
26-Feb-88,12.87,3.73,5.24,1.49,0.35,,,,,,
29-Feb-88,13.45,3.8,5.39,1.52,0.36,,,,,,
1-Mar-88,13.24,3.83,5.38,1.51,0.36,,,,,,
2-Mar-88,13.24,3.87,5.35,1.55,0.36,,,,,,
3-Mar-88,13.17,3.88,5.34,1.59,0.37,,,,,,
4-Mar-88,13.31,3.88,5.34,1.55,0.37,,,,,,
7-Mar-88,13.41,3.88,5.33,1.55,0.38,,,,,,
8-Mar-88,13.54,3.86,5.35,1.54,0.38,,,,,,
9-Mar-88,13.5,3.8,5.35,1.53,0.39,,,,,,
10-Mar-88,13.08,3.66,5.23,1.53,0.38,,,,,,
11-Mar-88,13.36,3.74,5.21,1.53,0.38,,,,,,
14-Mar-88,13.36,3.73,5.18,1.55,0.38,,,,,,
15-Mar-88,13.36,3.71,5.16,1.52,0.38,,,,,,
16-Mar-88,13.73,3.72,5.12,1.51,0.39,,,,,,
17-Mar-88,13.68,3.76,5.17,1.55,0.38,,,,,,
18-Mar-88,13.41,3.77,5.22,1.55,0.35,,,,,,
21-Mar-88,13.41,3.72,5.16,1.53,0.35,,,,,,
22-Mar-88,13.45,3.69,5.23,1.53,0.36,,,,,,
23-Mar-88,13.47,3.69,5.38,1.54,0.36,,,,,,
24-Mar-88,13.22,3.63,5.35,1.54,0.34,,,,,,
25-Mar-88,12.89,3.54,5.26,1.57,0.34,,,,,,
28-Mar-88,12.94,3.56,5.22,1.54,0.34,,,,,,
29-Mar-88,13.19,3.58,5.21,1.57,0.34,,,,,,
30-Mar-88,13.15,3.68,5.13,1.56,0.33,,,,,,
31-Mar-88,13.29,3.61,5.12,1.55,0.34,,,,,,
4-Apr-88,13.1,3.67,5.08,1.54,0.33,,,,,,
5-Apr-88,13.15,3.74,5.09,1.56,0.34,,,,,,
6-Apr-88,13.78,3.9,5.21,1.6,0.35,,,,,,
7-Apr-88,13.8,3.83,5.26,1.6,0.34,,,,,,
8-Apr-88,14.01,3.93,5.37,1.61,0.35,,,,,,
11-Apr-88,14.01,3.98,5.39,1.61,0.35,,,,,,
12-Apr-88,14.1,3.98,5.43,1.6,0.34,,,,,,
13-Apr-88,14.03,3.97,5.45,1.69,0.34,,,,,,
14-Apr-88,13.33,3.77,5.2,1.6,0.32,,,,,,
15-Apr-88,13.54,3.81,5.21,1.66,0.33,,,,,,
18-Apr-88,13.38,3.86,5.14,1.63,0.33,,,,,,
19-Apr-88,13.36,3.81,5.15,1.59,0.33,,,,,,
20-Apr-88,13.45,3.77,5.13,1.56,0.33,,,,,,
21-Apr-88,13.43,3.81,5.09,1.54,0.33,,,,,,
22-Apr-88,13.66,3.87,5.09,1.55,0.33,,,,,,
25-Apr-88,13.89,3.97,5.11,1.58,0.33,,,,,,
26-Apr-88,14.27,3.99,5.16,1.6,0.34,,,,,,
27-Apr-88,14.29,4.05,5.16,1.59,0.33,,,,,,
28-Apr-88,14.06,4.07,5.15,1.58,0.33,,,,,,
29-Apr-88,13.96,4.03,5.13,1.54,0.33,,,,,,
2-May-88,14.1,4.07,5.14,1.55,0.33,,,,,,
3-May-88,14.31,4.15,5.18,1.56,0.34,,,,,,
4-May-88,14.15,4.09,5.12,1.54,0.34,,,,,,
5-May-88,14.1,4.09,5.06,1.51,0.34,,,,,,
6-May-88,14.08,4.01,4.95,1.48,0.34,,,,,,
9-May-88,13.96,4,4.96,1.47,0.34,,,,,,
10-May-88,13.89,4.04,4.97,1.47,0.34,,,,,,
11-May-88,13.75,3.99,4.89,1.44,0.34,,,,,,
12-May-88,13.82,4.03,4.87,1.42,0.34,,,,,,
13-May-88,14.25,4.1,4.9,1.42,0.34,,,,,,
16-May-88,14.53,4.16,4.94,1.47,0.35,,,,,,
17-May-88,14.48,4.14,4.93,1.42,0.35,,,,,,
18-May-88,14.2,4.03,4.83,1.4,0.34,,,,,,
19-May-88,14.2,4.03,4.9,1.39,0.34,,,,,,
20-May-88,14.13,4.01,4.85,1.41,0.34,,,,,,
23-May-88,14.13,3.95,4.8,1.38,0.33,,,,,,
24-May-88,14.03,3.92,4.88,1.41,0.34,,,,,,
25-May-88,13.89,3.96,4.89,1.41,0.34,,,,,,
26-May-88,13.79,3.95,4.98,1.44,0.34,,,,,,
27-May-88,13.77,3.92,4.96,1.43,0.33,,,,,,
31-May-88,14.22,4.11,5.22,1.48,0.35,,,,,,
1-Jun-88,14.55,4.16,5.4,1.51,0.36,,,,,,
2-Jun-88,14.43,4.18,5.38,1.49,0.36,,,,,,
3-Jun-88,14.43,4.2,5.42,1.48,0.36,,,,,,
6-Jun-88,14.58,4.31,5.44,1.49,0.37,,,,,,
7-Jun-88,14.29,4.3,5.37,1.47,0.37,,,,,,
8-Jun-88,14.69,4.39,5.49,1.49,0.37,,,,,,
9-Jun-88,14.65,4.41,5.52,1.51,0.37,,,,,,
10-Jun-88,14.81,4.42,5.48,1.5,0.37,,,,,,
13-Jun-88,15.03,4.39,5.41,1.5,0.38,,,,,,
14-Jun-88,15.07,4.48,5.52,1.51,0.38,,,,,,
15-Jun-88,15.17,4.54,5.57,1.5,0.39,,,,,,
16-Jun-88,14.96,4.45,5.46,1.47,0.38,,,,,,
17-Jun-88,15.17,4.49,5.41,1.46,0.38,,,,,,
20-Jun-88,15.05,4.43,5.33,1.47,0.38,,,,,,
21-Jun-88,15.12,4.52,5.37,1.49,0.39,,,,,,
22-Jun-88,15.26,4.6,5.46,1.48,0.4,,,,,,
23-Jun-88,15.12,4.54,5.43,1.48,0.4,,,,,,
24-Jun-88,15,4.46,5.43,1.46,0.39,,,,,,
27-Jun-88,14.86,4.42,5.33,1.44,0.39,,,,,,
28-Jun-88,14.98,4.56,5.41,1.46,0.4,,,,,,
29-Jun-88,14.88,4.49,5.38,1.43,0.4,,,,,,
30-Jun-88,15.17,4.55,5.53,1.46,0.4,,,,,,
1-Jul-88,15.1,4.5,5.43,1.47,0.41,,,,,,
5-Jul-88,15.12,4.61,5.52,1.48,0.42,,,,,,
6-Jul-88,14.96,4.56,5.41,1.48,0.41,,,,,,
7-Jul-88,14.96,4.57,5.4,1.47,0.41,,,,,,
8-Jul-88,14.72,4.51,5.35,1.44,0.41,,,,,,
11-Jul-88,14.65,4.45,5.37,1.43,0.4,,,,,,
12-Jul-88,14.93,4.4,5.35,1.43,0.39,,,,,,
13-Jul-88,14.93,4.41,5.35,1.43,0.4,,,,,,
14-Jul-88,14.84,4.39,5.37,1.42,0.4,,,,,,
15-Jul-88,15.05,4.44,5.38,1.44,0.4,,,,,,
18-Jul-88,15.07,4.4,5.38,1.43,0.41,,,,,,
19-Jul-88,14.96,4.43,5.37,1.43,0.4,,,,,,
20-Jul-88,15,4.49,5.43,1.45,0.39,,,,,,
21-Jul-88,15.07,4.44,5.36,1.46,0.37,,,,,,
22-Jul-88,14.88,4.36,5.28,1.43,0.37,,,,,,
25-Jul-88,15.14,4.33,5.33,1.44,0.36,,,,,,
26-Jul-88,15.03,4.39,5.32,1.44,0.35,,,,,,
27-Jul-88,15,4.37,5.28,1.43,0.35,,,,,,
28-Jul-88,15.14,4.5,5.37,1.44,0.35,,,,,,
29-Jul-88,15.17,4.58,5.49,1.47,0.36,,,,,,
1-Aug-88,15.14,4.62,5.58,1.48,0.35,,,,,,
2-Aug-88,15,4.59,5.63,1.49,0.35,,,,,,
3-Aug-88,15.1,4.65,5.68,1.52,0.34,,,,,,
4-Aug-88,15,4.68,5.65,1.5,0.33,,,,,,
5-Aug-88,15.03,4.64,5.58,1.47,0.32,,,,,,
8-Aug-88,15,4.58,5.51,1.46,0.32,,,,,,
9-Aug-88,14.86,4.48,5.42,1.44,0.31,,,,,,
10-Aug-88,14.57,4.34,5.28,1.44,0.3,,,,,,
11-Aug-88,14.59,4.34,5.35,1.46,0.31,,,,,,
12-Aug-88,14.57,4.35,5.35,1.44,0.31,,,,,,
15-Aug-88,14.5,4.28,5.31,1.44,0.31,,,,,,
16-Aug-88,14.43,4.29,5.38,1.45,0.32,,,,,,
17-Aug-88,14.23,4.23,5.42,1.46,0.32,,,,,,
18-Aug-88,14.38,4.28,5.49,1.47,0.32,,,,,,
19-Aug-88,13.85,4.2,5.51,1.48,0.3,,,,,,
