Date,GM_AC,F_AC,MRK_AC,PFE_AC,MSFT_AC,,,,,,
10-Oct-96,26.15,8.12,25.26,11.47,7.24,,,,,,
11-Oct-96,26.28,8.18,25.35,11.52,7.43,,,,,,
14-Oct-96,27.2,8.41,25.99,11.72,7.4,,,,,,
15-Oct-96,27.33,8.5,25.85,11.86,7.52,,,,,,
16-Oct-96,27.66,8.28,26.12,11.79,7.47,,,,,,
17-Oct-96,27.92,8.15,27.17,11.87,7.34,,,,,,
18-Oct-96,27.85,8.12,27.35,12.02,7.3,,,,,,
21-Oct-96,28.25,8.08,27.21,12.18,7.26,,,,,,
22-Oct-96,28.64,8.05,27.44,11.95,7.18,,,,,,
23-Oct-96,28.44,8.02,27.53,11.77,7.28,,,,,,
24-Oct-96,28.44,8.02,27.26,11.68,7.4,,,,,,
25-Oct-96,28.31,7.99,26.58,11.43,7.39,,,,,,
28-Oct-96,28.25,7.96,26.44,11.19,7.4,,,,,,
29-Oct-96,28.31,7.99,26.8,11.36,7.33,,,,,,
30-Oct-96,27.92,7.99,26.62,11.54,7.38,,,,,,
31-Oct-96,28.12,8.09,26.8,11.72,7.43,,,,,,
1-Nov-96,28.31,7.9,26.85,11.59,7.44,,,,,,
4-Nov-96,29.17,8.15,27.35,11.89,7.47,,,,,,
5-Nov-96,29.17,8.19,27.39,12.18,7.66,,,,,,
6-Nov-96,29.03,8.19,28.66,12.57,7.83,,,,,,
7-Nov-96,28.77,8.03,28.76,12.61,7.77,,,,,,
8-Nov-96,29.1,8.19,29.21,12.79,7.77,,,,,,
11-Nov-96,28.84,8.19,29.39,12.61,7.78,,,,,,
12-Nov-96,29.12,8.12,28.89,12.38,7.68,,,,,,
13-Nov-96,29.05,8.15,28.98,12.75,7.85,,,,,,
14-Nov-96,29.38,8.15,29.52,12.8,8.1,,,,,,
15-Nov-96,29.31,8.12,29.75,12.77,8.07,,,,,,
18-Nov-96,29.38,8.25,29.62,12.63,8.14,,,,,,
19-Nov-96,28.85,8.25,29.66,12.56,8.44,,,,,,
20-Nov-96,30.17,8.41,29.93,12.48,8.3,,,,,,
21-Nov-96,30.17,8.28,29.71,12.68,8.14,,,,,,
22-Nov-96,30.37,8.32,30.03,12.57,8.15,,,,,,
25-Nov-96,30.76,8.41,30.57,12.86,8.31,,,,,,
26-Nov-96,30.83,8.38,30.34,12.72,8.33,,,,,,
27-Nov-96,30.1,8.41,30.39,12.63,8.42,,,,,,
29-Nov-96,30.44,8.48,30.12,12.73,8.5,,,,,,
2-Dec-96,30.57,8.48,29.84,12.5,8.54,,,,,,
3-Dec-96,30.83,8.64,29.39,12.16,8.38,,,,,,
4-Dec-96,30.83,8.54,29.3,11.93,8.3,,,,,,
5-Dec-96,31.03,8.54,28.9,11.72,8.29,,,,,,
6-Dec-96,29.84,8.38,28.49,11.58,8.28,,,,,,
9-Dec-96,31.16,8.64,29.31,12.04,8.85,,,,,,
10-Dec-96,31.03,8.48,29.03,11.86,8.87,,,,,,
11-Dec-96,30.5,8.58,28.85,11.86,9.03,,,,,,
12-Dec-96,30.04,8.32,27.8,11.54,8.77,,,,,,
13-Dec-96,29.84,8.28,28.17,11.69,8.67,,,,,,
16-Dec-96,29.31,8.09,27.67,11.49,8.31,,,,,,
17-Dec-96,29.51,8.25,27.8,11.47,8.65,,,,,,
18-Dec-96,28.78,8.28,28.03,11.56,8.95,,,,,,
19-Dec-96,28.72,8.19,29.63,11.99,9.19,,,,,,
20-Dec-96,29.05,8.25,30.13,12.08,9.06,,,,,,
23-Dec-96,29.38,8.19,30.27,12.08,9.07,,,,,,
24-Dec-96,29.18,8.32,30.36,12.09,9.19,,,,,,
26-Dec-96,29.57,8.35,29.81,12.09,9.26,,,,,,
27-Dec-96,29.38,8.32,29.76,12.09,9.13,,,,,,
30-Dec-96,29.38,8.35,29.58,12.09,9.04,,,,,,
31-Dec-96,29.44,8.35,29.03,11.79,8.95,,,,,,
2-Jan-97,30.89,8.25,29.12,11.63,8.84,,,,,,
3-Jan-97,30.57,8.41,30.13,11.88,9.17,,,,,,
6-Jan-97,31.29,8.58,30.22,11.83,9.14,,,,,,
7-Jan-97,31.29,8.67,30.27,12.01,9.21,,,,,,
8-Jan-97,31.23,8.87,29.9,12.01,9.03,,,,,,
9-Jan-97,31.29,8.74,30.13,11.9,8.92,,,,,,
10-Jan-97,32.28,8.67,30.36,12.15,9.13,,,,,,
13-Jan-97,31.76,8.61,30.27,12.08,9.07,,,,,,
14-Jan-97,32.22,8.74,30.63,12.31,9.25,,,,,,
15-Jan-97,31.76,8.58,30.36,12.34,9.17,,,,,,
16-Jan-97,32.02,8.51,30.9,12.4,9.32,,,,,,
17-Jan-97,31.76,8.54,31.36,12.5,9.44,,,,,,
20-Jan-97,32.08,8.58,31.22,12.41,9.83,,,,,,
21-Jan-97,32.74,8.71,31.54,12.31,10.29,,,,,,
22-Jan-97,32.68,8.87,32.22,12.54,10.55,,,,,,
23-Jan-97,32.68,8.74,31.45,12.38,10.26,,,,,,
24-Jan-97,33.01,8.71,31.22,12.38,10.39,,,,,,
27-Jan-97,32.68,8.58,30.81,12.18,10.41,,,,,,
28-Jan-97,32.08,8.51,31.72,12.15,10.36,,,,,,
29-Jan-97,32.15,8.48,32.18,12.31,10.53,,,,,,
30-Jan-97,31.76,8.48,32.95,12.89,10.95,,,,,,
31-Jan-97,31.16,8.42,33.04,13.14,11.05,,,,,,
3-Feb-97,30.83,8.45,32.91,12.93,11.09,,,,,,
4-Feb-97,30.57,8.48,33.41,12.93,11.17,,,,,,
5-Feb-97,30.5,8.45,32.77,12.64,10.65,,,,,,
6-Feb-97,29.96,8.42,33.55,12.8,10.52,,,,,,
7-Feb-97,30.23,8.45,34.09,13.08,10.87,,,,,,
10-Feb-97,30.03,8.38,33.68,12.87,10.59,,,,,,
11-Feb-97,30.23,8.45,33.91,12.99,10.67,,,,,,
12-Feb-97,30.7,8.58,34.96,13.35,10.82,,,,,,
13-Feb-97,31.56,8.58,36.33,13.69,10.83,,,,,,
14-Feb-97,31.29,8.58,35.51,13.76,10.6,,,,,,
18-Feb-97,31.43,8.71,36.19,14.08,10.55,,,,,,
19-Feb-97,30.76,8.58,35.74,13.9,10.56,,,,,,
20-Feb-97,30.9,8.64,35.19,13.6,10.32,,,,,,
21-Feb-97,31.16,8.68,34.69,13.51,10.29,,,,,,
24-Feb-97,31.43,8.74,35.87,13.78,10.84,,,,,,
25-Feb-97,31.76,8.77,35.64,13.58,10.78,,,,,,
26-Feb-97,31.29,8.74,35.51,13.66,10.86,,,,,,
27-Feb-97,30.76,8.61,34.23,13.17,10.41,,,,,,
28-Feb-97,30.83,8.61,33.59,13.07,10.56,,,,,,
3-Mar-97,31.56,8.68,34.28,13.21,10.78,,,,,,
4-Mar-97,30.5,8.38,33.27,12.85,10.74,,,,,,
5-Mar-97,30.3,8.38,34.44,13.37,10.93,,,,,,
6-Mar-97,29.9,8.35,33.79,13.17,10.59,,,,,,
7-Mar-97,30.17,8.45,34.07,13.42,10.48,,,,,,
10-Mar-97,30.5,8.55,34.94,13.81,10.83,,,,,,
11-Mar-97,30.63,8.45,34.39,13.64,10.65,,,,,,
12-Mar-97,30.76,8.55,33.79,13.51,10.7,,,,,,
13-Mar-97,30.43,8.32,33.15,13.1,10.79,,,,,,
14-Mar-97,30.9,8.42,32.37,12.99,10.72,,,,,,
17-Mar-97,30.96,8.45,33.38,13.21,10.89,,,,,,
18-Mar-97,30.23,8.38,33.11,13.07,10.79,,,,,,
19-Mar-97,29.9,8.32,33.52,13.03,10.48,,,,,,
20-Mar-97,29.9,8.25,33.25,12.84,10.4,,,,,,
21-Mar-97,30.36,8.32,33.38,12.84,10.18,,,,,,
24-Mar-97,30.83,8.32,32.92,12.92,9.76,,,,,,
25-Mar-97,30.36,8.35,33.34,12.91,9.78,,,,,,
26-Mar-97,29.77,8.15,33.29,12.76,10.21,,,,,,
27-Mar-97,29.96,8.09,32.56,12.46,10.15,,,,,,
31-Mar-97,29.5,8.22,30.86,12,9.93,,,,,,
1-Apr-97,29.37,8.25,31.73,12.14,10.1,,,,,,
2-Apr-97,28.97,8.12,31.27,11.91,9.96,,,,,,
3-Apr-97,28.97,8.05,31.23,12.03,10.3,,,,,,
4-Apr-97,28.76,8.09,31.82,12.5,10.2,,,,,,
7-Apr-97,28.76,8.28,31.73,12.53,10.38,,,,,,
8-Apr-97,29.1,8.38,31.23,12.26,10.64,,,,,,
9-Apr-97,29.03,8.61,29.86,12,10.61,,,,,,
10-Apr-97,29.03,8.55,30.63,12.16,10.48,,,,,,
11-Apr-97,28.23,8.45,29.95,11.89,10.29,,,,,,
14-Apr-97,28.57,8.51,30.27,12.25,10.55,,,,,,
15-Apr-97,28.9,8.71,30.96,12.17,10.52,,,,,,
16-Apr-97,30.03,9.14,31.37,12.62,10.64,,,,,,
17-Apr-97,30.03,9.1,31.6,12.64,10.63,,,,,,
18-Apr-97,29.96,8.97,31.73,12.59,11.66,,,,,,
21-Apr-97,30.1,9.07,31.69,12.67,11.66,,,,,,
22-Apr-97,30.1,9.14,32.7,13.08,11.98,,,,,,
23-Apr-97,30.03,9.14,32.15,13.21,12.47,,,,,,
24-Apr-97,29.56,9,31.92,13.32,12.36,,,,,,
25-Apr-97,29.23,8.97,32.01,13.21,12.31,,,,,,
28-Apr-97,29.43,9.04,32.51,13.44,12.44,,,,,,
29-Apr-97,30.57,9.27,33.52,13.89,12.89,,,,,,
30-Apr-97,30.83,9.21,33.11,13.69,13.16,,,,,,
1-May-97,30.63,9.11,32.6,13.71,13.11,,,,,,
2-May-97,30.36,9.21,33.34,13.89,13.08,,,,,,
5-May-97,30.7,9.38,33.52,14.23,13.02,,,,,,
6-May-97,31.23,9.51,33.7,14.15,12.71,,,,,,
7-May-97,30.63,9.31,32.79,13.88,12.51,,,,,,
8-May-97,30.23,9.44,32.51,13.9,12.6,,,,,,
9-May-97,30.83,9.71,33.06,14.02,12.65,,,,,,
12-May-97,31.29,9.81,33.93,14.49,12.79,,,,,,
13-May-97,30.49,9.48,33.89,14.36,12.75,,,,,,
14-May-97,30.09,9.58,33.93,14.45,12.55,,,,,,
15-May-97,30.09,9.74,34.3,14.67,12.69,,,,,,
16-May-97,29.82,9.71,33.43,14.42,12.5,,,,,,
19-May-97,30.02,9.64,33.75,14.36,12.47,,,,,,
20-May-97,30.89,9.94,34.11,14.43,12.9,,,,,,
21-May-97,30.35,9.87,34.02,14.35,13.04,,,,,,
22-May-97,30.42,9.84,33.47,14.22,13.06,,,,,,
23-May-97,30.89,9.91,34.07,14.38,13.31,,,,,,
27-May-97,31.16,9.97,34.2,14.52,13.71,,,,,,
28-May-97,31.03,9.91,33.7,14.58,13.63,,,,,,
29-May-97,30.49,9.84,33.34,14.56,13.63,,,,,,
30-May-97,30.83,9.94,32.92,14.74,13.43,,,,,,
2-Jun-97,30.62,9.84,32.97,14.63,13.47,,,,,,
3-Jun-97,30.56,10.07,32.97,14.61,13.08,,,,,,
4-Jun-97,30.42,9.97,32.7,14.58,12.91,,,,,,
5-Jun-97,30.49,10.14,32.85,14.72,13.06,,,,,,
6-Jun-97,30.42,10.11,33.95,15.31,13.44,,,,,,
9-Jun-97,30.69,10.14,34.41,15.53,13.55,,,,,,
10-Jun-97,31.03,10.07,34.6,15.24,13.52,,,,,,
11-Jun-97,30.83,10.31,35.24,15.33,13.76,,,,,,
12-Jun-97,30.56,10.24,35.93,15.51,13.76,,,,,,
13-Jun-97,30.76,10.17,36.3,16.12,14.04,,,,,,
16-Jun-97,30.89,10.24,36.07,16.08,14.23,,,,,,
17-Jun-97,30.62,10.07,35.93,15.96,14.53,,,,,,
18-Jun-97,30.49,10.27,35.47,15.51,14.1,,,,,,
19-Jun-97,30.09,10.14,36.71,16.1,14.01,,,,,,
20-Jun-97,29.89,10.27,36.81,16.39,14.07,,,,,,
23-Jun-97,29.68,10.11,36.3,15.92,13.87,,,,,,
24-Jun-97,30.49,10.31,37.96,16.55,14.3,,,,,,
25-Jun-97,30.09,10.26,37.84,17.07,14.13,,,,,,
26-Jun-97,29.75,10.17,37.45,17.07,13.89,,,,,,
27-Jun-97,29.98,10.34,37.73,17.46,13.81,,,,,,
30-Jun-97,29.95,10.07,37.66,17.1,13.69,,,,,,
1-Jul-97,30.29,10.19,38.3,17.24,13.53,,,,,,
2-Jul-97,30.56,10.57,38.51,17.46,13.91,,,,,,
3-Jul-97,30.59,10.6,38.72,18.25,14.03,,,,,,
7-Jul-97,30.35,10.47,38.1,17.74,14.03,,,,,,
8-Jul-97,30.46,10.7,38.26,18.03,14.22,,,,,,
9-Jul-97,29.98,10.55,37.24,17.73,14.16,,,,,,
10-Jul-97,30.19,10.9,36.99,17.67,14.07,,,,,,
11-Jul-97,29.55,10.7,37.36,17.69,14.05,,,,,,
14-Jul-97,29.68,10.9,37.04,17.33,14.72,,,,,,
15-Jul-97,29.15,11.17,37.01,17.6,15,,,,,,
16-Jul-97,29.22,10.77,36.25,16.96,16.08,,,,,,
17-Jul-97,29.65,10.79,39.29,17.24,16.19,,,,,,
18-Jul-97,29.55,10.59,39.15,16.74,15.22,,,,,,
21-Jul-97,30.09,10.54,38.51,16.76,14.72,,,,,,
22-Jul-97,31.03,10.85,39.09,17.46,15.61,,,,,,
23-Jul-97,31.7,10.87,38.53,17.67,15.32,,,,,,
24-Jul-97,31.36,10.93,38.19,17.67,14.95,,,,,,
25-Jul-97,30.56,10.75,37.91,17.07,15,,,,,,
28-Jul-97,31.43,10.98,37.04,16.58,14.84,,,,,,
29-Jul-97,31.93,10.97,37.82,16.78,15.16,,,,,,
30-Jul-97,32.17,11.05,38.28,17.06,15.29,,,,,,
31-Jul-97,33.25,10.95,38.23,17.12,15.31,,,,,,
1-Aug-97,34.62,10.88,37.73,16.85,15.23,,,,,,
4-Aug-97,33.65,11.05,37.96,16.5,15.33,,,,,,
5-Aug-97,33.85,10.95,37.91,16.88,15.52,,,,,,
6-Aug-97,34.25,11.03,37.54,16.61,15.54,,,,,,
7-Aug-97,34.35,11.33,36.71,16.47,15.59,,,,,,
8-Aug-97,33.71,10.98,36.37,15.88,15.16,,,,,,
11-Aug-97,32.98,10.98,35.06,15.75,14.97,,,,,,
12-Aug-97,32.91,10.83,34.46,15.27,14.73,,,,,,
13-Aug-97,33.04,10.91,34.09,15.36,14.74,,,,,,
14-Aug-97,33.01,10.85,34.34,15.5,14.76,,,,,,
15-Aug-97,32.33,10.68,33.45,15.18,14.39,,,,,,
18-Aug-97,33.04,10.88,34.32,15.05,14.5,,,,,,
19-Aug-97,34.2,10.9,34.87,15.27,15.04,,,,,,
20-Aug-97,34.36,11.23,35.24,16.04,15.22,,,,,,
21-Aug-97,34.29,11.42,34.87,15.93,14.93,,,,,,
22-Aug-97,35.11,11.5,34.73,16.09,14.87,,,,,,
25-Aug-97,35.85,11.82,34.41,15.97,14.78,,,,,,
26-Aug-97,35.21,11.92,33.72,15.47,14.62,,,,,,
27-Aug-97,34.77,11.72,34.18,15.9,14.57,,,,,,
28-Aug-97,34.53,11.65,33.86,15.64,14.3,,,,,,
29-Aug-97,33.99,11.51,33.79,15.91,14.32,,,,,,
2-Sep-97,35.34,11.72,35.22,16.61,14.86,,,,,,
3-Sep-97,35.34,11.68,35.48,16.38,14.79,,,,,,
4-Sep-97,35.48,12.1,35.25,16.5,14.97,,,,,,
5-Sep-97,35.75,12.02,35.32,16.74,14.87,,,,,,
8-Sep-97,35.58,11.92,34.62,16.72,15.09,,,,,,
9-Sep-97,36.32,12.17,34.92,16.67,15.11,,,,,,
10-Sep-97,36.36,12.15,34.19,16.11,14.64,,,,,,
11-Sep-97,35.95,11.93,34.16,15.86,14.82,,,,,,
12-Sep-97,36.02,11.85,34.32,16.7,14.94,,,,,,
15-Sep-97,36.83,11.77,34.65,16.67,14.16,,,,,,
16-Sep-97,37.3,11.93,35.76,17.24,14.77,,,,,,
17-Sep-97,37.03,12.05,36.24,17.12,14.43,,,,,,
18-Sep-97,37.21,12.1,35.96,17.22,14.32,,,,,,
19-Sep-97,37.68,12.1,36.47,17.37,14.64,,,,,,
22-Sep-97,36.61,12.05,38.04,17.72,14.44,,,,,,
23-Sep-97,36.02,11.78,38.41,17.8,14.68,,,,,,
24-Sep-97,35.75,11.65,37.44,17.55,14.35,,,,,,
25-Sep-97,35.27,11.78,36.66,17.19,14.38,,,,,,
26-Sep-97,35.75,11.77,37.03,17.51,14.45,,,,,,
29-Sep-97,36.19,12.07,37.56,17.53,14.57,,,,,,
30-Sep-97,36.26,12.08,36.96,17.26,14.33,,,,,,
1-Oct-97,36.8,12.22,37.12,17.29,14.5,,,,,,
2-Oct-97,36.94,12.53,37.47,17.72,14.43,,,,,,
3-Oct-97,36.73,12.45,37.3,17.72,14.62,,,,,,
6-Oct-97,37.1,12.72,37.4,18.01,14.64,,,,,,
7-Oct-97,37.07,12.82,37.88,18.66,14.79,,,,,,
8-Oct-97,37,12.92,37.81,18.5,15.06,,,,,,
9-Oct-97,37.54,13.26,37.03,18.37,15.05,,,,,,
10-Oct-97,37.92,13.19,36.66,18.48,14.78,,,,,,
13-Oct-97,38.7,13.36,36.96,18.62,14.81,,,,,,
14-Oct-97,38.12,13.27,37.54,19.48,14.81,,,,,,
15-Oct-97,38.15,13.16,37.81,19.48,14.7,,,,,,
16-Oct-97,37.92,12.84,36.1,19.14,14.5,,,,,,
17-Oct-97,37.65,12.7,35.04,18.71,14.32,,,,,,
20-Oct-97,37.85,12.79,35.02,19.18,14.37,,,,,,
21-Oct-97,38.63,12.99,35.92,20.38,15,,,,,,
22-Oct-97,38.66,12.77,35.96,20.76,14.7,,,,,,
23-Oct-97,38.05,12.53,34.95,20.52,14.69,,,,,,
24-Oct-97,36.87,12.44,34.53,20.58,14.66,,,,,,
27-Oct-97,34.67,11.78,31.43,19.45,13.96,,,,,,
28-Oct-97,36.22,12.05,32.5,20.49,14.45,,,,,,
29-Oct-97,36.83,12.33,32.8,20.54,14.18,,,,,,
30-Oct-97,35.75,11.86,32.36,20.6,13.93,,,,,,
31-Oct-97,34.77,11.81,33.01,20.38,14.08,,,,,,
3-Nov-97,36.36,12.52,33.47,20.97,14.53,,,,,,
4-Nov-97,36.12,12.55,32.61,20.63,14.54,,,,,,
5-Nov-97,36.16,12.55,32.5,21.25,14.47,,,,,,
6-Nov-97,36.02,12.5,32.82,20.79,14.3,,,,,,
7-Nov-97,35.07,12.37,32.82,20.36,14.25,,,,,,
10-Nov-97,35.72,12.23,32.73,19.87,14.1,,,,,,
11-Nov-97,34.73,12.2,32.77,20.1,14.15,,,,,,
12-Nov-97,34.29,11.67,32.15,19.31,13.99,,,,,,
13-Nov-97,33.98,11.59,32.52,19.85,14.25,,,,,,
14-Nov-97,33.44,11.73,33.4,20.52,14.44,,,,,,
17-Nov-97,34.15,11.86,33.79,20.53,14.61,,,,,,
18-Nov-97,33.51,11.83,33.51,20,14.51,,,,,,
19-Nov-97,33.4,11.52,34.32,20.66,14.63,,,,,,
20-Nov-97,33.6,11.57,34.23,20.86,14.83,,,,,,
21-Nov-97,33.88,11.59,34.97,21.24,14.93,,,,,,
24-Nov-97,33.3,11.54,34.21,20.57,14.68,,,,,,
25-Nov-97,33.13,11.49,34.74,21.02,15.06,,,,,,
26-Nov-97,32.82,11.47,34.81,20.88,15.33,,,,,,
28-Nov-97,33.27,11.62,35.07,20.93,15.33,,,,,,
1-Dec-97,33.71,12,35.25,21.87,15.58,,,,,,
2-Dec-97,33.84,12.33,35.18,21.96,15.41,,,,,,
3-Dec-97,33.3,12.11,36.41,22.39,15.67,,,,,,
4-Dec-97,33.6,12.2,38.87,21.97,15.44,,,,,,
5-Dec-97,34.53,12.49,38.83,21.72,15.5,,,,,,
8-Dec-97,34.83,12.42,38.92,21.51,15.83,,,,,,
9-Dec-97,34.56,12.5,39.04,21.72,15.63,,,,,,
10-Dec-97,35.14,12.89,38.97,21.81,15.41,,,,,,
11-Dec-97,34.53,12.5,38.87,21.42,15.06,,,,,,
12-Dec-97,34.12,12.69,38.92,21.58,14.81,,,,,,
15-Dec-97,34.83,12.72,39.2,21.83,14.74,,,,,,
16-Dec-97,35.31,13.11,39.64,22.08,15.06,,,,,,
17-Dec-97,35.14,13.23,39.87,21.67,14.69,,,,,,
18-Dec-97,34.7,12.81,39.06,21.33,14.18,,,,,,
19-Dec-97,33.88,12.4,38.13,20.93,13.94,,,,,,
22-Dec-97,34.64,12.5,39.36,21.38,13.76,,,,,,
23-Dec-97,34.35,12.52,38.81,20.88,13.36,,,,,,
24-Dec-97,34.1,12.52,37.62,20.36,12.88,,,,,,
26-Dec-97,34.31,12.64,38.46,20.7,13.08,,,,,,
29-Dec-97,34.6,12.7,38.92,21.18,13.68,,,,,,
30-Dec-97,35.44,13.24,39.64,21.74,14.11,,,,,,
31-Dec-97,35.15,13.13,39.39,21.45,14,,,,,,
2-Jan-98,35.29,13.04,39.99,21.78,14.2,,,,,,
5-Jan-98,35.04,13.11,40.22,22.96,14.12,,,,,,
6-Jan-98,34.35,12.89,39.66,22.23,14.2,,,,,,
7-Jan-98,34.31,12.74,39.06,22.48,14.03,,,,,,
8-Jan-98,33.05,12.18,39.46,22.33,14.13,,,,,,
9-Jan-98,32.58,11.83,38.22,21.27,13.76,,,,,,
12-Jan-98,32.83,12.23,39.46,21.99,14.03,,,,,,
13-Jan-98,33.56,12.74,39.48,22.24,14.31,,,,,,
14-Jan-98,33.92,13.11,40.82,22.39,14.2,,,,,,
15-Jan-98,33.85,13.14,40.39,21.81,14.33,,,,,,
16-Jan-98,33.27,13.24,40.78,22.15,14.65,,,,,,
20-Jan-98,34.13,13.14,42.92,23.25,14.93,,,,,,
21-Jan-98,33.88,13.33,42.36,22.73,14.84,,,,,,
22-Jan-98,33.2,13.18,41.85,22.62,15.02,,,,,,
23-Jan-98,33.01,12.97,41.96,22.46,14.97,,,,,,
26-Jan-98,33.05,13.04,42.36,22.37,15.35,,,,,,
27-Jan-98,33.2,13.48,42.54,22.64,15.73,,,,,,
28-Jan-98,34.28,13.61,43.7,22.96,16.14,,,,,,
29-Jan-98,34.79,13.83,43.8,23.43,16.06,,,,,,
30-Jan-98,33.52,13.9,43.61,23.52,16.16,,,,,,
2-Feb-98,35,14.14,43.75,23.77,16.78,,,,,,
3-Feb-98,35.26,14.04,43.19,23.75,16.88,,,,,,
4-Feb-98,35.8,13.99,42.73,23.47,16.98,,,,,,
5-Feb-98,34.71,13.65,42.08,23,16.84,,,,,,
6-Feb-98,35.04,14.02,42.45,23.32,17.13,,,,,,
9-Feb-98,36.41,14.35,43.01,23.29,17.03,,,,,,
10-Feb-98,36.52,14.38,43.64,24.22,17.25,,,,,,
11-Feb-98,36.7,14.45,43.66,24.13,17.22,,,,,,
12-Feb-98,36.59,14.65,43.77,24.31,17.19,,,,,,
13-Feb-98,36.7,14.62,43.73,24.11,17.06,,,,,,
17-Feb-98,37.83,14.98,44.54,24.37,16.72,,,,,,
18-Feb-98,38.23,14.82,46.17,24.91,16.75,,,,,,
19-Feb-98,38.31,14.82,45.42,24.84,16.78,,,,,,
20-Feb-98,38.56,15.06,46.33,25.18,16.8,,,,,,
23-Feb-98,38.67,15.08,48.54,25.77,17.68,,,,,,
24-Feb-98,39.95,14.89,47.54,25.23,17.79,,,,,,
25-Feb-98,39.98,15.15,47.14,25.48,18.4,,,,,,
26-Feb-98,39.8,15.13,46.82,26.03,18.52,,,,,,
27-Feb-98,40.2,15.42,47.4,25.52,18.36,,,,,,
2-Mar-98,41.33,15.49,47.12,25.32,18.05,,,,,,
3-Mar-98,41.15,16.07,47.12,25.09,18.31,,,,,,
4-Mar-98,42.57,15.86,46.56,24.5,17.83,,,,,,
5-Mar-98,42.17,15.78,46.12,24.67,17.34,,,,,,
6-Mar-98,43.3,16.34,47.49,24.87,17.93,,,,,,
9-Mar-98,42.39,16.17,47.99,25.05,17.24,,,,,,
10-Mar-98,42.46,16.39,48.78,25.34,17.66,,,,,,
11-Mar-98,42.64,16.1,48.38,25.23,17.48,,,,,,
12-Mar-98,41.99,15.64,48.13,24.86,17.74,,,,,,
13-Mar-98,41.91,16.16,47.82,24.76,17.84,,,,,,
16-Mar-98,41.58,16.41,48.29,25.38,17.76,,,,,,
17-Mar-98,41.99,16.7,49.27,25.77,17.41,,,,,,
18-Mar-98,41.58,16.76,49.03,25.45,17.71,,,,,,
19-Mar-98,40.86,17.02,48.85,25.95,17.76,,,,,,
20-Mar-98,41.29,17.35,49.18,26.57,17.72,,,,,,
23-Mar-98,40.71,17.19,48.87,27.76,18.17,,,,,,
24-Mar-98,41.11,17.31,49.18,27.5,18.4,,,,,,
25-Mar-98,40.45,17.29,48.48,27.25,19.24,,,,,,
26-Mar-98,39.87,17.58,47.92,27.21,19.12,,,,,,
27-Mar-98,39.84,17.74,47.64,27.61,19.02,,,,,,
30-Mar-98,39.8,17.45,47.08,28.21,19.05,,,,,,
31-Mar-98,39.51,17.67,47.8,28.75,19.39,,,,,,
1-Apr-98,39.29,17.39,48.43,28.5,19.58,,,,,,
2-Apr-98,39.33,17.26,49.36,28.75,19.78,,,,,,
3-Apr-98,39.36,17.79,49.01,29.38,20.15,,,,,,
6-Apr-98,39.22,17.74,49.2,29.78,19.48,,,,,,
7-Apr-98,38.96,17.86,48.76,29.07,18.9,,,,,,
8-Apr-98,38.81,17.89,47.66,28.48,19.27,,,,,,
9-Apr-98,39.33,18.85,47.08,28.62,19.28,,,,,,
13-Apr-98,39.4,19.32,46.7,29.16,19.2,,,,,,
14-Apr-98,40.82,19.75,46.61,28.57,19.16,,,,,,
15-Apr-98,41.47,20.06,46.05,28.13,19.79,,,,,,
16-Apr-98,40.89,19.98,44.54,29.04,19.86,,,,,,
17-Apr-98,40.2,19.63,44.88,30.33,19.96,,,,,,
20-Apr-98,40.67,19.05,45.59,32.69,20.5,,,,,,
21-Apr-98,40.67,19.12,44.79,33.51,20.55,,,,,,
22-Apr-98,40.74,19.07,44.61,33.05,21.42,,,,,,
23-Apr-98,39.84,18.42,44.88,33.27,20.47,,,,,,
24-Apr-98,39.36,18.27,43.44,34.1,19.96,,,,,,
27-Apr-98,39.62,18.05,42.07,32.71,19.56,,,,,,
28-Apr-98,39.43,18.02,43.07,32.69,19.47,,,,,,
29-Apr-98,39.58,18.52,43.26,32.48,19.6,,,,,,
30-Apr-98,39.29,18.59,44.93,32.82,19.52,,,,,,
1-May-98,39.98,19,43.37,32.41,19.41,,,,,,
4-May-98,40.74,18.93,43.33,32.5,19.08,,,,,,
5-May-98,39.91,18.62,43.23,32.23,19.01,,,,,,
6-May-98,39.62,18.57,43.07,31.4,18.71,,,,,,
7-May-98,39,18.52,42.88,30.87,18.06,,,,,,
8-May-98,40.06,18.59,43.95,32.1,18.58,,,,,,
11-May-98,41.62,18.26,44.02,32.03,18.25,,,,,,
12-May-98,42.94,18.57,43.79,32.3,18.56,,,,,,
13-May-98,44.08,19.56,43.77,31.83,18.83,,,,,,
14-May-98,44.08,19.71,44.02,31.2,19.27,,,,,,
15-May-98,43.38,19.46,43.53,30.22,19.38,,,,,,
18-May-98,43.23,19.08,44.61,31.98,18.64,,,,,,
19-May-98,42.69,19.3,44.33,32.61,18.74,,,,,,
20-May-98,43.09,19.99,44.96,32.59,18.58,,,,,,
21-May-98,43.64,20.75,44.26,31.52,18.71,,,,,,
22-May-98,44.63,20.7,44,30.46,18.53,,,,,,
26-May-98,43.57,21.11,43.44,29.81,18.11,,,,,,
27-May-98,43.16,21.11,44.3,31.2,18.63,,,,,,
28-May-98,42.98,21.13,44.35,30.8,18.7,,,,,,
29-May-98,42.21,21.06,43.63,30.28,18.37,,,,,,
1-Jun-98,41.77,21.46,43.44,30.01,18.14,,,,,,
